35:*******************************************,
Transient Analysis,
Mon Nov 14 20:39:55 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(vdd) [V],v(out) [V],
4.07863e-08,0.45,-1.53139e-08,
4.07873e-08,0.45,-1.46153e-08,
4.07883e-08,0.45,-7.39712e-09,
4.07893e-08,0.45,-6.60022e-09,
4.07903e-08,0.45,7.21535e-10,
4.07913e-08,0.45,3.86625e-09,
4.07923e-08,0.45,1.35074e-08,
4.07933e-08,0.45,1.69297e-08,
4.07943e-08,0.45,-9.07235e-09,
4.07953e-08,0.45,-5.23423e-10,
4.07963e-08,0.45,8.33499e-10,
4.07973e-08,0.45,2.04629e-09,
4.07983e-08,0.45,3.52711e-09,
4.07993e-08,0.45,4.26542e-09,
4.08003e-08,0.45,1.64611e-08,
4.08013e-08,0.45,8.56739e-09,
4.08023e-08,0.45,4.98321e-09,
4.08033e-08,0.45,-2.68032e-09,
4.08043e-08,0.45,-6.3623e-09,
4.08053e-08,0.45,-1.38258e-08,
4.08063e-08,0.45,-1.73762e-08,
4.08073e-08,0.45,-2.48363e-08,
4.08083e-08,0.45,-2.8775e-08,
4.08093e-08,0.45,-3.60951e-08,
4.08103e-08,0.45,-4.01023e-08,
4.08113e-08,0.45,-3.81405e-09,
4.08123e-08,0.45,-1.32843e-10,
4.08133e-08,0.45,1.63976e-09,
4.08143e-08,0.45,5.41977e-09,
4.08153e-08,0.45,7.08622e-09,
4.08163e-08,0.45,1.31813e-08,
4.08173e-08,0.45,1.49424e-08,
4.08183e-08,0.45,2.00157e-08,
4.08193e-08,0.45,2.19537e-08,
4.08203e-08,0.45,2.57907e-08,
4.08213e-08,0.45,2.55147e-08,
4.08223e-08,0.45,2.86419e-08,
4.08233e-08,0.45,2.84789e-08,
4.08243e-08,0.45,3.18729e-08,
4.08253e-08,0.45,3.21056e-08,
4.08263e-08,0.45,3.58343e-08,
4.08273e-08,0.45,3.61587e-08,
4.08283e-08,0.45,3.99933e-08,
4.08293e-08,0.45,4.04395e-08,
4.08303e-08,0.45,1.60939e-08,
4.08313e-08,0.45,8.30303e-09,
4.08323e-08,0.45,4.19719e-09,
4.08333e-08,0.45,-1.58245e-09,
4.08343e-08,0.45,-4.71084e-09,
4.08353e-08,0.45,-1.0087e-08,
4.08363e-08,0.45,-6.64901e-09,
4.08373e-08,0.45,-4.36087e-09,
4.08383e-08,0.45,-6.01669e-11,
4.08393e-08,0.45,2.49594e-09,
4.08403e-08,0.45,1.89865e-09,
4.08413e-08,0.45,3.19804e-09,
4.08423e-08,0.45,2.83461e-09,
4.08433e-08,0.45,3.89021e-09,
4.08443e-08,0.45,3.50248e-09,
4.08453e-08,0.45,3.87893e-09,
4.08463e-08,0.45,-9.1965e-09,
4.08473e-08,0.45,-9.46122e-09,
4.08483e-08,0.45,-2.07468e-08,
4.08493e-08,0.45,-3.2454e-08,
4.08503e-08,0.45,-4.36069e-08,
4.08513e-08,0.45,-5.62681e-08,
4.08523e-08,0.45,-6.77593e-08,
4.08533e-08,0.45,-2.3722e-08,
4.08543e-08,0.45,-1.19688e-08,
4.08553e-08,0.45,-8.84957e-10,
4.08563e-08,0.45,8.26797e-09,
4.08573e-08,0.45,6.04694e-09,
4.08583e-08,0.45,2.41007e-09,
4.08593e-08,0.45,1.65441e-10,
4.08603e-08,0.45,-2.17585e-09,
4.08613e-08,0.45,-1.58236e-09,
4.08623e-08,0.45,1.24724e-09,
4.08633e-08,0.45,1.44195e-09,
4.08643e-08,0.45,2.1675e-09,
4.08653e-08,0.45,5.79512e-09,
4.08663e-08,0.45,1.11336e-09,
4.08673e-08,0.45,1.94415e-09,
4.08683e-08,0.45,-8.01596e-10,
4.08693e-08,0.45,2.25523e-09,
4.08703e-08,0.45,-5.11274e-10,
4.08713e-08,0.45,2.30121e-09,
4.08723e-08,0.45,-3.79732e-10,
4.08733e-08,0.45,1.81864e-09,
4.08743e-08,0.45,8.11753e-11,
4.08753e-08,0.45,2.51755e-09,
4.08763e-08,0.45,-1.26054e-09,
4.08773e-08,0.45,-1.55606e-09,
4.08783e-08,0.45,-3.81904e-09,
4.08793e-08,0.45,-4.24188e-09,
4.08803e-08,0.45,-7.0228e-09,
4.08813e-08,0.45,-6.57124e-09,
4.08823e-08,0.45,-9.80689e-09,
4.08833e-08,0.45,-9.334e-09,
4.08843e-08,0.45,-1.23223e-08,
4.08853e-08,0.45,-1.19759e-08,
4.08863e-08,0.45,-1.63615e-08,
4.08873e-08,0.45,-1.55978e-08,
4.08883e-08,0.45,-1.93614e-08,
4.08893e-08,0.45,-1.41423e-08,
4.08903e-08,0.45,-4.4407e-09,
4.08913e-08,0.45,1.90986e-09,
4.08923e-08,0.45,3.10682e-09,
4.08933e-08,0.45,1.96428e-08,
4.08943e-08,0.45,1.09417e-08,
4.08953e-08,0.45,3.28579e-09,
4.08963e-08,0.45,-7.48381e-09,
4.08973e-08,0.45,-7.50377e-09,
4.08983e-08,0.45,-1.3786e-08,
4.08993e-08,0.45,-1.45169e-08,
4.09003e-08,0.45,-2.29893e-08,
4.09013e-08,0.45,-2.47274e-08,
4.09023e-08,0.45,-3.25583e-08,
4.09033e-08,0.45,-3.44298e-08,
4.09043e-08,0.45,-4.11694e-08,
4.09053e-08,0.45,-4.26595e-08,
4.09063e-08,0.45,-5.10845e-08,
4.09073e-08,0.45,-5.07881e-08,
4.09083e-08,0.45,-5.5639e-08,
4.09093e-08,0.45,-5.59993e-08,
4.09103e-08,0.45,-6.19965e-08,
4.09113e-08,0.45,-6.18776e-08,
4.09123e-08,0.45,-6.66522e-08,
4.09133e-08,0.45,-6.7055e-08,
4.09143e-08,0.45,-7.30694e-08,
4.09153e-08,0.45,-7.36306e-08,
4.09163e-08,0.45,-9.01718e-08,
4.09173e-08,0.45,-9.08021e-08,
4.09183e-08,0.45,-9.61277e-08,
4.09193e-08,0.45,-9.71003e-08,
4.09203e-08,0.45,-1.02328e-07,
4.09213e-08,0.45,-1.02972e-07,
4.09223e-08,0.45,-1.08043e-07,
4.09233e-08,0.45,-1.1342e-07,
4.09243e-08,0.45,-1.18622e-07,
4.09253e-08,0.45,-1.21498e-07,
4.09263e-08,0.45,-1.27099e-07,
4.09273e-08,0.45,-1.29773e-07,
4.09283e-08,0.45,-1.36306e-07,
4.09293e-08,0.45,-1.38539e-07,
4.09303e-08,0.45,-1.45418e-07,
4.09313e-08,0.45,-1.47474e-07,
4.09323e-08,0.45,-1.53883e-07,
4.09333e-08,0.45,-1.56105e-07,
4.09343e-08,0.45,-1.62447e-07,
4.09353e-08,0.45,-1.656e-07,
4.09363e-08,0.45,-1.72503e-07,
4.09373e-08,0.45,-1.74518e-07,
4.09383e-08,0.45,-1.79583e-07,
4.09393e-08,0.45,-6.84061e-08,
4.09403e-08,0.45,-2.22794e-08,
4.09413e-08,0.45,-2.19023e-09,
4.09423e-08,0.45,1.37877e-09,
4.09433e-08,0.45,1.53174e-08,
4.09443e-08,0.45,6.70993e-09,
4.09453e-08,0.45,1.09101e-08,
4.09463e-08,0.45,5.28878e-09,
4.09473e-08,0.45,1.26944e-08,
4.09483e-08,0.45,6.08452e-09,
4.09493e-08,0.45,1.44502e-08,
4.09503e-08,0.45,7.80685e-09,
4.09513e-08,0.45,1.39085e-08,
4.09523e-08,0.45,6.03129e-09,
4.09533e-08,0.45,1.24118e-08,
4.09543e-08,0.45,5.04957e-09,
4.09553e-08,0.45,1.15308e-08,
4.09563e-08,0.45,6.39603e-09,
4.09573e-08,0.45,1.04374e-08,
4.09583e-08,0.45,7.14272e-09,
4.09593e-08,0.45,1.17331e-08,
4.09603e-08,0.45,8.22017e-09,
4.09613e-08,0.45,1.26954e-08,
4.09623e-08,0.45,5.84903e-09,
4.09633e-08,0.45,1.0272e-08,
4.09643e-08,0.45,7.82699e-09,
4.09653e-08,0.45,1.27438e-08,
4.09663e-08,0.45,8.57278e-09,
4.09673e-08,0.45,1.22317e-08,
4.09683e-08,0.45,5.89053e-09,
4.09693e-08,0.45,1.01825e-08,
4.09703e-08,0.45,6.67296e-09,
4.09713e-08,0.45,1.22811e-08,
4.09723e-08,0.45,6.19397e-09,
4.09733e-08,0.45,1.18139e-08,
4.09743e-08,0.45,2.81944e-09,
4.09753e-08,0.45,6.28065e-09,
4.09763e-08,0.45,-2.15242e-09,
4.09773e-08,0.45,-3.27702e-10,
4.09783e-08,0.45,-2.85755e-09,
4.09793e-08,0.45,1.01323e-08,
4.09803e-08,0.45,3.31612e-09,
4.09813e-08,0.45,3.79348e-09,
4.09823e-08,0.45,-6.11967e-09,
4.09833e-08,0.45,-5.56525e-09,
4.09843e-08,0.45,-1.76927e-09,
4.09853e-08,0.45,1.88813e-09,
4.09863e-08,0.45,1.36428e-09,
4.09873e-08,0.45,9.80204e-09,
4.09883e-08,0.45,4.84095e-09,
4.09893e-08,0.45,9.22487e-09,
4.09903e-08,0.45,4.31661e-09,
4.09913e-08,0.45,8.73332e-09,
4.09923e-08,0.45,3.32638e-09,
4.09933e-08,0.45,8.01779e-09,
4.09943e-08,0.45,2.67445e-09,
4.09953e-08,0.45,7.34537e-09,
4.09963e-08,0.45,2.01455e-09,
4.09973e-08,0.45,6.72403e-09,
4.09983e-08,0.45,1.33937e-09,
4.09993e-08,0.45,6.10572e-09,
4.10003e-08,0.45,7.40255e-10,
4.10013e-08,0.45,5.97225e-09,
4.10023e-08,0.45,2.39876e-10,
4.10033e-08,0.45,6.0175e-09,
4.10043e-08,0.45,3.20914e-09,
4.10053e-08,0.45,8.8842e-09,
4.10063e-08,0.45,3.36945e-09,
4.10073e-08,0.45,4.95767e-09,
4.10083e-08,0.45,-1.46729e-10,
4.10093e-08,0.45,7.1622e-09,
4.10103e-08,0.45,1.66791e-09,
4.10113e-08,0.45,9.90598e-09,
4.10123e-08,0.45,3.8421e-09,
4.10133e-08,0.45,9.36972e-09,
4.10143e-08,0.45,2.77166e-09,
4.10153e-08,0.45,4.60764e-09,
4.10163e-08,0.45,1.23011e-09,
4.10173e-08,0.45,-4.54145e-10,
4.10183e-08,0.45,-4.01553e-09,
4.10193e-08,0.45,-6.60917e-09,
4.10203e-08,0.45,-4.93936e-09,
4.10213e-08,0.45,-2.22687e-09,
4.10223e-08,0.45,-7.33685e-09,
4.10233e-08,0.45,-4.04014e-09,
4.10243e-08,0.45,-9.12172e-09,
4.10253e-08,0.45,-7.50279e-09,
4.10263e-08,0.45,-1.43608e-08,
4.10273e-08,0.45,-6.58278e-09,
4.10283e-08,0.45,-5.88717e-09,
4.10293e-08,0.45,2.11815e-09,
4.10303e-08,0.45,3.84288e-09,
4.10313e-08,0.45,1.40355e-08,
4.10323e-08,0.45,1.34828e-08,
4.10333e-08,0.45,1.79004e-08,
4.10343e-08,0.45,1.80991e-08,
4.10353e-08,0.45,2.25284e-08,
4.10363e-08,0.45,2.26019e-08,
4.10373e-08,0.45,3.04041e-08,
4.10383e-08,0.45,3.04564e-08,
4.10393e-08,0.45,3.86441e-08,
4.10403e-08,0.45,4.42278e-08,
4.10413e-08,0.45,1.3192e-08,
4.10423e-08,0.45,-4.21863e-09,
4.10433e-08,0.45,-3.72724e-09,
4.10443e-08,0.45,-5.15837e-09,
4.10453e-08,0.45,-9.86029e-09,
4.10463e-08,0.45,-1.29114e-08,
4.10473e-08,0.45,-1.47041e-08,
4.10483e-08,0.45,-1.62675e-08,
4.10493e-08,0.45,-1.85864e-08,
4.10503e-08,0.45,-2.14925e-08,
4.10513e-08,0.45,-2.32806e-08,
4.10523e-08,0.45,-2.50985e-08,
4.10533e-08,0.45,-2.68569e-08,
4.10543e-08,0.45,-2.8981e-08,
4.10553e-08,0.45,-2.99666e-08,
4.10563e-08,0.45,-3.16363e-08,
4.10573e-08,0.45,-3.28658e-08,
4.10583e-08,0.45,-3.45746e-08,
4.10593e-08,0.45,-3.56492e-08,
4.10603e-08,0.45,-3.75603e-08,
4.10613e-08,0.45,-3.19715e-08,
4.10623e-08,0.45,-1.58434e-08,
4.10633e-08,0.45,-8.08967e-09,
4.10643e-08,0.45,-8.26704e-09,
4.10653e-08,0.45,-5.861e-09,
4.10663e-08,0.45,-4.02979e-09,
4.10673e-08,0.45,-6.87434e-09,
4.10683e-08,0.45,-1.2181e-08,
4.10693e-08,0.45,-1.4038e-08,
4.10703e-08,0.45,-1.92737e-08,
4.10713e-08,0.45,-2.07212e-08,
4.10723e-08,0.45,-2.56709e-08,
4.10733e-08,0.45,-2.80485e-08,
4.10743e-08,0.45,-3.29547e-08,
4.10753e-08,0.45,-3.54037e-08,
4.10763e-08,0.45,-3.45005e-08,
4.10773e-08,0.45,-1.61248e-08,
4.10783e-08,0.45,-8.41324e-10,
4.10793e-08,0.45,-5.29462e-09,
4.10803e-08,0.45,-4.72242e-09,
4.10813e-08,0.45,-3.50787e-09,
4.10823e-08,0.45,-1.00344e-09,
4.10833e-08,0.45,1.37387e-09,
4.10843e-08,0.45,1.02242e-09,
4.10853e-08,0.45,-6.39676e-10,
4.10863e-08,0.45,1.01382e-12,
4.10873e-08,0.45,4.71854e-09,
4.10883e-08,0.45,6.07346e-09,
4.10893e-08,0.45,9.83271e-09,
4.10903e-08,0.45,1.0165e-08,
4.10913e-08,0.45,7.70668e-09,
4.10923e-08,0.45,9.29799e-09,
4.10933e-08,0.45,1.14281e-08,
4.10943e-08,0.45,1.19775e-08,
4.10953e-08,0.45,1.41526e-08,
4.10963e-08,0.45,1.44722e-08,
4.10973e-08,0.45,1.65442e-08,
4.10983e-08,0.45,1.73064e-08,
4.10993e-08,0.45,1.95555e-08,
4.11003e-08,0.45,1.99965e-08,
4.11013e-08,0.45,2.21792e-08,
4.11023e-08,0.45,2.23357e-08,
4.11033e-08,0.45,2.46174e-08,
4.11043e-08,0.45,2.5784e-08,
4.11053e-08,0.45,3.62557e-08,
4.11063e-08,0.45,2.47843e-08,
4.11073e-08,0.45,2.12046e-08,
4.11083e-08,0.45,1.6193e-08,
4.11093e-08,0.45,1.33198e-08,
4.11103e-08,0.45,1.32431e-08,
4.11113e-08,0.45,1.98952e-08,
4.11123e-08,0.45,2.1813e-08,
4.11133e-08,0.45,2.63777e-08,
4.11143e-08,0.45,2.72783e-08,
4.11153e-08,0.45,3.25211e-08,
4.11163e-08,0.45,3.42685e-08,
4.11173e-08,0.45,3.91609e-08,
4.11183e-08,0.45,4.01418e-08,
4.11193e-08,0.45,4.56099e-08,
4.11203e-08,0.45,4.65743e-08,
4.11213e-08,0.45,4.91405e-08,
4.11223e-08,0.45,4.97266e-08,
4.11233e-08,0.45,5.38079e-08,
4.11243e-08,0.45,5.44079e-08,
4.11253e-08,0.45,5.78323e-08,
4.11263e-08,0.45,5.83942e-08,
4.11273e-08,0.45,6.18863e-08,
4.11283e-08,0.45,6.19914e-08,
4.11293e-08,0.45,6.54475e-08,
4.11303e-08,0.45,6.55632e-08,
4.11313e-08,0.45,6.90247e-08,
4.11323e-08,0.45,6.92545e-08,
4.11333e-08,0.45,7.298e-08,
4.11343e-08,0.45,7.29097e-08,
4.11353e-08,0.45,7.6627e-08,
4.11363e-08,0.45,3.62021e-08,
4.11373e-08,0.45,2.31728e-08,
4.11383e-08,0.45,1.24946e-08,
4.11393e-08,0.45,1.03544e-08,
4.11403e-08,0.45,1.91764e-09,
4.11413e-08,0.45,4.25073e-09,
4.11423e-08,0.45,-5.52094e-09,
4.11433e-08,0.45,-2.06314e-09,
4.11443e-08,0.45,2.31426e-09,
4.11453e-08,0.45,1.54231e-08,
4.11463e-08,0.45,2.03092e-08,
4.11473e-08,0.45,3.40786e-08,
4.11483e-08,0.45,3.9334e-08,
4.11493e-08,0.45,5.3651e-08,
4.11503e-08,0.45,5.90965e-08,
4.11513e-08,0.45,7.37653e-08,
4.11523e-08,0.45,7.99464e-08,
4.11533e-08,0.45,9.48811e-08,
4.11543e-08,0.45,1.13134e-07,
4.11553e-08,0.45,5.10314e-08,
4.11563e-08,0.45,2.67083e-08,
4.11573e-08,0.45,1.70838e-08,
4.11583e-08,0.45,1.09341e-08,
4.11593e-08,0.45,7.94822e-09,
4.11603e-08,0.45,7.73379e-09,
4.11613e-08,0.45,3.55926e-09,
4.11623e-08,0.45,3.44933e-09,
4.11633e-08,0.45,2.48547e-09,
4.11643e-08,0.45,7.18582e-09,
4.11653e-08,0.45,5.24475e-09,
4.11663e-08,0.45,8.26153e-09,
4.11673e-08,0.45,6.08112e-09,
4.11683e-08,0.45,8.605e-09,
4.11693e-08,0.45,6.93917e-09,
4.11703e-08,0.45,-4.32988e-12,
4.11713e-08,0.45,-1.19584e-09,
4.11723e-08,0.45,-1.65495e-09,
4.11733e-08,0.45,-3.21306e-09,
4.11743e-08,0.45,-4.05558e-09,
4.11753e-08,0.45,-5.27674e-09,
4.11763e-08,0.45,-2.03445e-08,
4.11773e-08,0.45,-3.44938e-08,
4.11783e-08,0.45,-8.64917e-09,
4.11793e-08,0.45,-1.2252e-09,
4.11803e-08,0.45,-1.9781e-09,
4.11813e-08,0.45,7.45726e-10,
4.11823e-08,0.45,7.43456e-09,
4.11833e-08,0.45,1.91505e-09,
4.11843e-08,0.45,2.63183e-10,
4.11853e-08,0.45,-4.56997e-09,
4.11863e-08,0.45,-5.54702e-09,
4.11873e-08,0.45,-1.09091e-08,
4.11883e-08,0.45,-1.22622e-08,
4.11893e-08,0.45,-1.73291e-08,
4.11903e-08,0.45,-2.30712e-08,
4.11913e-08,0.45,-2.84229e-08,
4.11923e-08,0.45,-3.40291e-08,
4.11933e-08,0.45,-1.68048e-08,
4.11943e-08,0.45,-5.50215e-09,
4.11953e-08,0.45,4.49896e-10,
4.11963e-08,0.45,5.62653e-11,
4.11973e-08,0.45,7.01829e-10,
4.11983e-08,0.45,6.67803e-10,
4.11993e-08,0.45,1.22941e-09,
4.12003e-08,0.45,1.25941e-09,
4.12013e-08,0.45,4.75002e-09,
4.12023e-08,0.45,5.01043e-09,
4.12033e-08,0.45,8.20359e-09,
4.12043e-08,0.45,4.41594e-09,
4.12053e-08,0.45,3.12801e-09,
4.12063e-08,0.45,2.51258e-09,
4.12073e-08,0.45,1.01075e-09,
4.12083e-08,0.45,2.15283e-10,
4.12093e-08,0.45,-6.81239e-10,
4.12103e-08,0.45,-1.23227e-09,
4.12113e-08,0.45,-2.15589e-09,
4.12123e-08,0.45,-3.20591e-09,
4.12133e-08,0.45,-4.41613e-09,
4.12143e-08,0.45,-4.32461e-09,
4.12153e-08,0.45,-3.83657e-11,
4.12163e-08,0.45,3.18282e-12,
4.12173e-08,0.45,3.68282e-09,
4.12183e-08,0.45,4.02921e-09,
4.12193e-08,0.45,7.83222e-09,
4.12203e-08,0.45,7.71977e-09,
4.12213e-08,0.45,2.94046e-09,
4.12223e-08,0.45,2.89684e-09,
4.12233e-08,0.45,-2.30834e-09,
4.12243e-08,0.45,3.886e-09,
4.12253e-08,0.45,3.99115e-09,
4.12263e-08,0.45,4.77019e-09,
4.12273e-08,0.45,4.56191e-09,
4.12283e-08,0.45,5.36449e-09,
4.12293e-08,0.45,5.62855e-09,
4.12303e-08,0.45,6.27825e-09,
4.12313e-08,0.45,6.07139e-09,
4.12323e-08,0.45,7.06048e-09,
4.12333e-08,0.45,7.14179e-09,
4.12343e-08,0.45,2.28753e-09,
4.12353e-08,0.45,2.6459e-09,
4.12363e-08,0.45,5.74222e-10,
4.12373e-08,0.45,7.34538e-10,
4.12383e-08,0.45,3.30933e-09,
4.12393e-08,0.45,3.75048e-09,
4.12403e-08,0.45,2.05207e-09,
4.12413e-08,0.45,2.80813e-09,
4.12423e-08,0.45,1.25813e-09,
4.12433e-08,0.45,-2.26739e-09,
4.12443e-08,0.45,-3.40391e-09,
4.12453e-08,0.45,-6.92198e-09,
4.12463e-08,0.45,-9.11825e-09,
4.12473e-08,0.45,-2.72135e-09,
4.12483e-08,0.45,2.94898e-09,
4.12493e-08,0.45,1.06695e-08,
4.12503e-08,0.45,1.55945e-08,
4.12513e-08,0.45,2.09662e-08,
4.12523e-08,0.45,2.69114e-08,
4.12533e-08,0.45,3.40453e-08,
4.12543e-08,0.45,3.97302e-08,
4.12553e-08,0.45,4.6504e-08,
4.12563e-08,0.45,5.26173e-08,
4.12573e-08,0.45,5.97324e-08,
4.12583e-08,0.45,6.58968e-08,
4.12593e-08,0.45,7.30208e-08,
4.12603e-08,0.45,7.85901e-08,
4.12613e-08,0.45,8.21887e-08,
4.12623e-08,0.45,8.82881e-08,
4.12633e-08,0.45,9.19175e-08,
4.12643e-08,0.45,3.37497e-08,
4.12653e-08,0.45,1.18666e-08,
4.12663e-08,0.45,3.14503e-09,
4.12673e-08,0.45,7.66907e-10,
4.12683e-08,0.45,-8.05584e-09,
4.12693e-08,0.45,-9.99109e-09,
4.12703e-08,0.45,-1.81932e-08,
4.12713e-08,0.45,-2.10525e-08,
4.12723e-08,0.45,-2.55475e-08,
4.12733e-08,0.45,-1.16376e-08,
4.12743e-08,0.45,-4.48972e-09,
4.12753e-08,0.45,-2.88503e-09,
4.12763e-08,0.45,-3.7995e-09,
4.12773e-08,0.45,6.99744e-10,
4.12783e-08,0.45,-1.3423e-10,
4.12793e-08,0.45,4.14982e-09,
4.12803e-08,0.45,3.204e-09,
4.12813e-08,0.45,8.10559e-09,
4.12823e-08,0.45,7.48485e-09,
4.12833e-08,0.45,1.15511e-08,
4.12843e-08,0.45,1.10258e-08,
4.12853e-08,0.45,1.54474e-08,
4.12863e-08,0.45,1.71733e-09,
4.12873e-08,0.45,-1.07341e-09,
4.12883e-08,0.45,-1.16702e-08,
4.12893e-08,0.45,-4.73443e-09,
4.12903e-08,0.45,-9.06782e-09,
4.12913e-08,0.45,-1.67126e-09,
4.12923e-08,0.45,-3.09061e-09,
4.12933e-08,0.45,-2.75841e-09,
4.12943e-08,0.45,-8.48069e-09,
4.12953e-08,0.45,-8.55257e-09,
4.12963e-08,0.45,-1.39405e-08,
4.12973e-08,0.45,-8.30381e-09,
4.12983e-08,0.45,-5.64781e-09,
4.12993e-08,0.45,6.85292e-12,
4.13003e-08,0.45,1.81181e-09,
4.13013e-08,0.45,7.56524e-09,
4.13023e-08,0.45,8.71584e-09,
4.13033e-08,0.45,1.49152e-08,
4.13043e-08,0.45,1.58294e-08,
4.13053e-08,0.45,2.23804e-08,
4.13063e-08,0.45,2.35508e-08,
4.13073e-08,0.45,2.97499e-08,
4.13083e-08,0.45,1.08297e-08,
4.13093e-08,0.45,2.40745e-09,
4.13103e-08,0.45,-1.14191e-08,
4.13113e-08,0.45,-1.92291e-08,
4.13123e-08,0.45,-1.31731e-08,
4.13133e-08,0.45,-6.87222e-09,
4.13143e-08,0.45,-8.81504e-09,
4.13153e-08,0.45,-3.83428e-09,
4.13163e-08,0.45,-9.16945e-09,
4.13173e-08,0.45,-2.09417e-10,
4.13183e-08,0.45,-1.635e-09,
4.13193e-08,0.45,6.1361e-09,
4.13203e-08,0.45,6.43914e-09,
4.13213e-08,0.45,1.18598e-08,
4.13223e-08,0.45,1.1648e-08,
4.13233e-08,0.45,1.2006e-08,
4.13243e-08,0.45,2.581e-09,
4.13253e-08,0.45,-1.90812e-09,
4.13263e-08,0.45,-8.0364e-09,
4.13273e-08,0.45,-6.35359e-09,
4.13283e-08,0.45,-1.51482e-08,
4.13293e-08,0.45,-6.52547e-09,
4.13303e-08,0.45,-8.07783e-09,
4.13313e-08,0.45,1.6931e-09,
4.13323e-08,0.45,3.63083e-09,
4.13333e-08,0.45,1.28914e-08,
4.13343e-08,0.45,1.48536e-08,
4.13353e-08,0.45,2.40971e-08,
4.13363e-08,0.45,2.61927e-08,
4.13373e-08,0.45,3.53973e-08,
4.13383e-08,0.45,3.74461e-08,
4.13393e-08,0.45,4.65605e-08,
4.13403e-08,0.45,4.85013e-08,
4.13413e-08,0.45,5.98555e-08,
4.13423e-08,0.45,2.06817e-08,
4.13433e-08,0.45,7.52851e-09,
4.13443e-08,0.45,-4.28944e-10,
4.13453e-08,0.45,-1.22143e-09,
4.13463e-08,0.45,-8.8559e-09,
4.13473e-08,0.45,-9.50005e-09,
4.13483e-08,0.45,-1.9507e-08,
4.13493e-08,0.45,-2.04161e-08,
4.13503e-08,0.45,-1.08678e-08,
4.13513e-08,0.45,-5.75387e-09,
4.13523e-08,0.45,-5.56514e-09,
4.13533e-08,0.45,-1.72723e-09,
4.13543e-08,0.45,-1.49209e-09,
4.13553e-08,0.45,7.5539e-09,
4.13563e-08,0.45,9.70272e-09,
4.13573e-08,0.45,1.26407e-09,
4.13583e-08,0.45,-3.32672e-09,
4.13593e-08,0.45,-1.73722e-09,
4.13603e-08,0.45,-4.42683e-09,
4.13613e-08,0.45,-3.17657e-09,
4.13623e-08,0.45,-6.33216e-09,
4.13633e-08,0.45,-5.12488e-09,
4.13643e-08,0.45,-8.45905e-09,
4.13653e-08,0.45,-2.80634e-09,
4.13663e-08,0.45,-4.15412e-09,
4.13673e-08,0.45,1.44399e-09,
4.13683e-08,0.45,-1.30725e-09,
4.13693e-08,0.45,4.83926e-09,
4.13703e-08,0.45,2.41504e-09,
4.13713e-08,0.45,2.30445e-09,
4.13723e-08,0.45,9.30634e-11,
4.13733e-08,0.45,-6.16922e-09,
4.13743e-08,0.45,-5.57062e-09,
4.13753e-08,0.45,-4.54697e-09,
4.13763e-08,0.45,-8.10847e-09,
4.13773e-08,0.45,-6.68842e-09,
4.13783e-08,0.45,-6.58222e-09,
4.13793e-08,0.45,-5.08889e-09,
4.13803e-08,0.45,-8.85348e-09,
4.13813e-08,0.45,-7.0537e-09,
4.13823e-08,0.45,-1.05964e-08,
4.13833e-08,0.45,-5.40717e-09,
4.13843e-08,0.45,-9.08948e-09,
4.13853e-08,0.45,-3.40283e-09,
4.13863e-08,0.45,1.29483e-09,
4.13873e-08,0.45,6.6537e-09,
4.13883e-08,0.45,1.05866e-08,
4.13893e-08,0.45,1.50834e-08,
4.13903e-08,0.45,1.91289e-08,
4.13913e-08,0.45,2.46454e-08,
4.13923e-08,0.45,2.82265e-08,
4.13933e-08,0.45,3.32439e-08,
4.13943e-08,0.45,2.543e-08,
4.13953e-08,0.45,3.01649e-08,
4.13963e-08,0.45,2.97659e-08,
4.13973e-08,0.45,3.46415e-08,
4.13983e-08,0.45,3.42565e-08,
4.13993e-08,0.45,3.93022e-08,
4.14003e-08,0.45,3.8814e-08,
4.14013e-08,0.45,4.4424e-08,
4.14023e-08,0.45,4.39352e-08,
4.14033e-08,0.45,4.92862e-08,
4.14043e-08,0.45,4.9108e-08,
4.14053e-08,0.45,5.47487e-08,
4.14063e-08,0.45,5.71515e-08,
4.14073e-08,0.45,6.21661e-08,
4.14083e-08,0.45,6.27467e-08,
4.14093e-08,0.45,6.80929e-08,
4.14103e-08,0.45,6.8677e-08,
4.14113e-08,0.45,7.52776e-08,
4.14123e-08,0.45,7.59476e-08,
4.14133e-08,0.45,8.24844e-08,
4.14143e-08,0.45,8.31362e-08,
4.14153e-08,0.45,8.92543e-08,
4.14163e-08,0.45,9.0302e-08,
4.14173e-08,0.45,9.68421e-08,
4.14183e-08,0.45,1.04541e-07,
4.14193e-08,0.45,1.24484e-07,
4.14203e-08,0.45,5.12868e-08,
4.14213e-08,0.45,2.24376e-08,
4.14223e-08,0.45,1.53293e-08,
4.14233e-08,0.45,1.13518e-08,
4.14243e-08,0.45,-5.16581e-09,
4.14253e-08,0.45,-7.45768e-09,
4.14263e-08,0.45,-1.83542e-08,
4.14273e-08,0.45,-1.36898e-08,
4.14283e-08,0.45,-1.09084e-08,
4.14293e-08,0.45,1.09742e-08,
4.14303e-08,0.45,1.09437e-08,
4.14313e-08,0.45,1.05002e-08,
4.14323e-08,0.45,1.01598e-08,
4.14333e-08,0.45,1.14623e-08,
