9:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:08:19 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.705,0.5,0.0553917,
0.706,0.5,0.0544379,
0.707,0.5,0.0534971,
0.708,0.5,0.0525692,
0.709,0.5,0.0516541,
0.71,0.5,0.0507516,
0.711,0.5,0.0498615,
0.712,0.5,0.0489838,
0.713,0.5,0.0481182,
0.714,0.5,0.0472648,
0.715,0.5,0.0464232,
0.716,0.5,0.0455935,
0.717,0.5,0.0447755,
0.718,0.5,0.043969,
0.719,0.5,0.043174,
0.72,0.5,0.0423902,
0.721,0.5,0.0416177,
0.722,0.5,0.0408562,
0.723,0.5,0.0401057,
0.724,0.5,0.0393661,
0.725,0.5,0.0386372,
0.726,0.5,0.0379189,
0.727,0.5,0.0372112,
0.728,0.5,0.0365138,
0.729,0.5,0.0358268,
0.73,0.5,0.0351499,
0.731,0.5,0.0344831,
0.732,0.5,0.0338263,
0.733,0.5,0.0331794,
0.734,0.5,0.0325423,
0.735,0.5,0.0319148,
0.736,0.5,0.0312969,
0.737,0.5,0.0306885,
0.738,0.5,0.0300894,
0.739,0.5,0.0294997,
0.74,0.5,0.0289191,
0.741,0.5,0.0283476,
0.742,0.5,0.027785,
0.743,0.5,0.0272314,
0.744,0.5,0.0266866,
0.745,0.5,0.0261504,
0.746,0.5,0.0256229,
0.747,0.5,0.0251039,
0.748,0.5,0.0245933,
0.749,0.5,0.024091,
0.75,0.5,0.023597,
0.751,0.5,0.0231111,
0.752,0.5,0.0226333,
0.753,0.5,0.0221634,
0.754,0.5,0.0217014,
0.755,0.5,0.0212472,
0.756,0.5,0.0208007,
0.757,0.5,0.0203618,
0.758,0.5,0.0199304,
0.759,0.5,0.0195065,
0.76,0.5,0.0190899,
0.761,0.5,0.0186805,
0.762,0.5,0.0182783,
0.763,0.5,0.0178832,
0.764,0.5,0.0174951,
0.765,0.5,0.0171139,
0.766,0.5,0.0167395,
0.767,0.5,0.0163719,
0.768,0.5,0.0160109,
0.769,0.5,0.0156565,
0.77,0.5,0.0153086,
0.771,0.5,0.014967,
0.772,0.5,0.0146318,
0.773,0.5,0.0143028,
0.774,0.5,0.01398,
0.775,0.5,0.0136632,
0.776,0.5,0.0133525,
0.777,0.5,0.0130476,
0.778,0.5,0.0127485,
0.779,0.5,0.0124552,
0.78,0.5,0.0121676,
0.781,0.5,0.0118855,
0.782,0.5,0.011609,
0.783,0.5,0.0113378,
0.784,0.5,0.011072,
0.785,0.5,0.0108115,
0.786,0.5,0.0105562,
0.787,0.5,0.010306,
0.788,0.5,0.0100608,
0.789,0.5,0.00982053,
0.79,0.5,0.00958517,
0.791,0.5,0.00935462,
0.792,0.5,0.0091288,
0.793,0.5,0.00890764,
0.794,0.5,0.00869106,
0.795,0.5,0.00847899,
0.796,0.5,0.00827136,
0.797,0.5,0.00806809,
0.798,0.5,0.00786912,
0.799,0.5,0.00767437,
0.8,0.5,0.00748377,
0.801,0.5,0.00729725,
0.802,0.5,0.00711475,
0.803,0.5,0.00693619,
0.804,0.5,0.00676151,
0.805,0.5,0.00659064,
0.806,0.5,0.00642352,
0.807,0.5,0.00626007,
0.808,0.5,0.00610024,
0.809,0.5,0.00594395,
0.81,0.5,0.00579115,
0.811,0.5,0.00564178,
0.812,0.5,0.00549576,
0.813,0.5,0.00535304,
0.814,0.5,0.00521356,
0.815,0.5,0.00507725,
0.816,0.5,0.00494407,
0.817,0.5,0.00481394,
0.818,0.5,0.00468682,
0.819,0.5,0.00456264,
0.82,0.5,0.00444134,
0.821,0.5,0.00432288,
0.822,0.5,0.0042072,
0.823,0.5,0.00409424,
0.824,0.5,0.00398395,
0.825,0.5,0.00387628,
0.826,0.5,0.00377117,
0.827,0.5,0.00366858,
0.828,0.5,0.00356845,
0.829,0.5,0.00347073,
0.83,0.5,0.00337538,
0.831,0.5,0.00328234,
0.832,0.5,0.00319157,
0.833,0.5,0.00310303,
0.834,0.5,0.00301666,
0.835,0.5,0.00293242,
0.836,0.5,0.00285026,
0.837,0.5,0.00277015,
0.838,0.5,0.00269204,
0.839,0.5,0.00261588,
0.84,0.5,0.00254164,
0.841,0.5,0.00246927,
0.842,0.5,0.00239873,
0.843,0.5,0.00232999,
0.844,0.5,0.002263,
0.845,0.5,0.00219773,
0.846,0.5,0.00213414,
0.847,0.5,0.00207218,
0.848,0.5,0.00201183,
0.849,0.5,0.00195305,
0.85,0.5,0.00189581,
0.851,0.5,0.00184006,
0.852,0.5,0.00178578,
0.853,0.5,0.00173293,
0.854,0.5,0.00168149,
0.855,0.5,0.00163141,
0.856,0.5,0.00158266,
0.857,0.5,0.00153522,
0.858,0.5,0.00148906,
0.859,0.5,0.00144414,
0.86,0.5,0.00140044,
0.861,0.5,0.00135793,
0.862,0.5,0.00131658,
0.863,0.5,0.00127636,
0.864,0.5,0.00123724,
0.865,0.5,0.00119921,
0.866,0.5,0.00116223,
0.867,0.5,0.00112628,
0.868,0.5,0.00109133,
0.869,0.5,0.00105736,
0.87,0.5,0.00102434,
0.871,0.5,0.000992259,
0.872,0.5,0.000961084,
0.873,0.5,0.000930796,
0.874,0.5,0.000901373,
0.875,0.5,0.000872792,
0.876,0.5,0.000845033,
0.877,0.5,0.000818075,
0.878,0.5,0.000791899,
0.879,0.5,0.000766483,
0.88,0.5,0.000741809,
0.881,0.5,0.000717858,
0.882,0.5,0.000694611,
0.883,0.5,0.000672051,
0.884,0.5,0.000650158,
0.885,0.5,0.000628917,
0.886,0.5,0.000608309,
0.887,0.5,0.000588319,
0.888,0.5,0.000568929,
0.889,0.5,0.000550125,
0.89,0.5,0.00053189,
0.891,0.5,0.000514209,
0.892,0.5,0.000497068,
0.893,0.5,0.000480451,
0.894,0.5,0.000464345,
0.895,0.5,0.000448736,
0.896,0.5,0.000433609,
0.897,0.5,0.000418953,
0.898,0.5,0.000404753,
0.899,0.5,0.000390997,
0.9,0.5,0.000377673,
0.901,0.5,0.000364769,
0.902,0.5,0.000352273,
0.903,0.5,0.000340173,
0.904,0.5,0.000328458,
0.905,0.5,0.000317118,
0.906,0.5,0.000306141,
0.907,0.5,0.000295517,
0.908,0.5,0.000285235,
0.909,0.5,0.000275287,
0.91,0.5,0.000265661,
0.911,0.5,0.00025635,
0.912,0.5,0.000247343,
0.913,0.5,0.000238631,
0.914,0.5,0.000230206,
0.915,0.5,0.000222059,
0.916,0.5,0.000214182,
0.917,0.5,0.000206567,
0.918,0.5,0.000199206,
0.919,0.5,0.000192091,
0.92,0.5,0.000185214,
0.921,0.5,0.000178569,
0.922,0.5,0.000172148,
0.923,0.5,0.000165944,
0.924,0.5,0.000159951,
0.925,0.5,0.000154162,
0.926,0.5,0.000148571,
0.927,0.5,0.000143171,
0.928,0.5,0.000137957,
0.929,0.5,0.000132922,
0.93,0.5,0.000128062,
0.931,0.5,0.000123369,
0.932,0.5,0.00011884,
0.933,0.5,0.000114468,
0.934,0.5,0.000110249,
0.935,0.5,0.000106178,
0.936,0.5,0.00010225,
0.937,0.5,9.84601e-05,
