10:*******************************************,
DC Transfer Curves,
Thu Nov 10 09:08:57 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\not_tb.cir,
sweep [V],v(ref) [V],v(out) [V],
0.372,0.5,0.797212,
0.373,0.5,0.794302,
0.374,0.5,0.791319,
0.375,0.5,0.78826,
0.376,0.5,0.785121,
0.377,0.5,0.7819,
0.378,0.5,0.778592,
0.379,0.5,0.775195,
0.38,0.5,0.771705,
0.381,0.5,0.768118,
0.382,0.5,0.764432,
0.383,0.5,0.760642,
0.384,0.5,0.756748,
0.385,0.5,0.752745,
0.386,0.5,0.748632,
0.387,0.5,0.744407,
0.388,0.5,0.74007,
0.389,0.5,0.735621,
0.39,0.5,0.73106,
0.391,0.5,0.726389,
0.392,0.5,0.72161,
0.393,0.5,0.716725,
0.394,0.5,0.711738,
0.395,0.5,0.706654,
0.396,0.5,0.701477,
0.397,0.5,0.696212,
0.398,0.5,0.690863,
0.399,0.5,0.685436,
0.4,0.5,0.679936,
0.401,0.5,0.674367,
0.402,0.5,0.668735,
0.403,0.5,0.663044,
0.404,0.5,0.657299,
0.405,0.5,0.651503,
0.406,0.5,0.64566,
0.407,0.5,0.639773,
0.408,0.5,0.633847,
0.409,0.5,0.627883,
0.41,0.5,0.621885,
0.411,0.5,0.615856,
0.412,0.5,0.609797,
0.413,0.5,0.603711,
0.414,0.5,0.5976,
0.415,0.5,0.591466,
0.416,0.5,0.585311,
0.417,0.5,0.579137,
0.418,0.5,0.572945,
0.419,0.5,0.566737,
0.42,0.5,0.560514,
0.421,0.5,0.554279,
0.422,0.5,0.548031,
0.423,0.5,0.541774,
0.424,0.5,0.535507,
0.425,0.5,0.529232,
0.426,0.5,0.522951,
0.427,0.5,0.516665,
0.428,0.5,0.510374,
0.429,0.5,0.504081,
0.43,0.5,0.497785,
0.431,0.5,0.49149,
0.432,0.5,0.485194,
0.433,0.5,0.478901,
0.434,0.5,0.47261,
0.435,0.5,0.466324,
0.436,0.5,0.460043,
0.437,0.5,0.453768,
0.438,0.5,0.447502,
0.439,0.5,0.441244,
0.44,0.5,0.434996,
0.441,0.5,0.428761,
0.442,0.5,0.422538,
0.443,0.5,0.416329,
0.444,0.5,0.410136,
0.445,0.5,0.403961,
0.446,0.5,0.397804,
0.447,0.5,0.391667,
0.448,0.5,0.385552,
0.449,0.5,0.379461,
0.45,0.5,0.373394,
0.451,0.5,0.367355,
0.452,0.5,0.361344,
0.453,0.5,0.355365,
0.454,0.5,0.349417,
0.455,0.5,0.343505,
0.456,0.5,0.337629,
0.457,0.5,0.331793,
0.458,0.5,0.325997,
0.459,0.5,0.320245,
0.46,0.5,0.31454,
0.461,0.5,0.308882,
0.462,0.5,0.303276,
0.463,0.5,0.297724,
0.464,0.5,0.292228,
0.465,0.5,0.286792,
0.466,0.5,0.281418,
0.467,0.5,0.276108,
0.468,0.5,0.270867,
0.469,0.5,0.265696,
0.47,0.5,0.2606,
0.471,0.5,0.255579,
0.472,0.5,0.250639,
0.473,0.5,0.245782,
0.474,0.5,0.241009,
0.475,0.5,0.236325,
0.476,0.5,0.231731,
0.477,0.5,0.22723,
0.478,0.5,0.222823,
0.479,0.5,0.218514,
0.48,0.5,0.214302,
0.481,0.5,0.21019,
0.482,0.5,0.206179,
0.483,0.5,0.202268,
0.484,0.5,0.198458,
0.485,0.5,0.194749,
0.486,0.5,0.19114,
0.487,0.5,0.187629,
0.488,0.5,0.184216,
0.489,0.5,0.180898,
0.49,0.5,0.177673,
0.491,0.5,0.17454,
0.492,0.5,0.171494,
0.493,0.5,0.168535,
0.494,0.5,0.165659,
0.495,0.5,0.162863,
0.496,0.5,0.160144,
0.497,0.5,0.1575,
0.498,0.5,0.154927,
0.499,0.5,0.152423,
0.5,0.5,0.149985,
0.501,0.5,0.14761,
0.502,0.5,0.145297,
0.503,0.5,0.143042,
0.504,0.5,0.140842,
0.505,0.5,0.138697,
0.506,0.5,0.136604,
0.507,0.5,0.13456,
0.508,0.5,0.132563,
0.509,0.5,0.130613,
0.51,0.5,0.128707,
0.511,0.5,0.126843,
0.512,0.5,0.12502,
0.513,0.5,0.123237,
0.514,0.5,0.121491,
0.515,0.5,0.119782,
0.516,0.5,0.118108,
0.517,0.5,0.116468,
0.518,0.5,0.114861,
0.519,0.5,0.113286,
0.52,0.5,0.111741,
0.521,0.5,0.110227,
0.522,0.5,0.10874,
0.523,0.5,0.107282,
0.524,0.5,0.105851,
0.525,0.5,0.104445,
0.526,0.5,0.103065,
0.527,0.5,0.10171,
0.528,0.5,0.100378,
0.529,0.5,0.0990695,
0.53,0.5,0.0977835,
0.531,0.5,0.0965192,
0.532,0.5,0.0952761,
0.533,0.5,0.0940536,
0.534,0.5,0.092851,
0.535,0.5,0.0916682,
0.536,0.5,0.0905043,
0.537,0.5,0.0893588,
0.538,0.5,0.0882313,
0.539,0.5,0.0871216,
0.54,0.5,0.0860288,
0.541,0.5,0.0849528,
0.542,0.5,0.083893,
0.543,0.5,0.0828492,
0.544,0.5,0.0818208,
0.545,0.5,0.0808076,
0.546,0.5,0.0798091,
0.547,0.5,0.0788251,
0.548,0.5,0.0778552,
0.549,0.5,0.0768992,
0.55,0.5,0.0759566,
0.551,0.5,0.0750271,
0.552,0.5,0.0741106,
0.553,0.5,0.0732067,
0.554,0.5,0.0723152,
0.555,0.5,0.0714358,
0.556,0.5,0.0705681,
0.557,0.5,0.0697122,
0.558,0.5,0.0688676,
0.559,0.5,0.0680341,
0.56,0.5,0.0672115,
0.561,0.5,0.0663996,
0.562,0.5,0.0655982,
0.563,0.5,0.0648071,
0.564,0.5,0.064026,
0.565,0.5,0.0632549,
0.566,0.5,0.0624934,
0.567,0.5,0.0617415,
0.568,0.5,0.060999,
0.569,0.5,0.0602656,
