17:*******************************************,
Transient Analysis,
Mon Nov 14 20:08:59 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.7662e-09,0.45,-5.87998e-06,
3.7672e-09,0.45,-6.18732e-06,
3.7682e-09,0.45,-6.09677e-06,
3.7692e-09,0.45,-6.39303e-06,
3.7702e-09,0.45,-6.29272e-06,
3.7712e-09,0.45,-6.59002e-06,
3.7722e-09,0.45,-6.48945e-06,
3.7732e-09,0.45,-6.78698e-06,
3.7742e-09,0.45,-6.67984e-06,
3.7752e-09,0.45,-6.9831e-06,
3.7762e-09,0.45,-6.88421e-06,
3.7772e-09,0.45,-7.19574e-06,
3.7782e-09,0.45,-7.11422e-06,
3.7792e-09,0.45,-7.42826e-06,
3.7802e-09,0.45,-7.34413e-06,
3.7812e-09,0.45,-7.65713e-06,
3.7822e-09,0.45,-7.57332e-06,
3.7832e-09,0.45,-7.88722e-06,
3.7842e-09,0.45,-7.78893e-06,
3.7852e-09,0.45,-8.09902e-06,
3.7862e-09,0.45,-8.00689e-06,
3.7872e-09,0.45,-8.26816e-06,
3.7882e-09,0.45,-8.17037e-06,
3.7892e-09,0.45,-8.41785e-06,
3.7902e-09,0.45,-8.30948e-06,
3.7912e-09,0.45,-8.61257e-06,
3.7922e-09,0.45,-8.53208e-06,
3.7932e-09,0.45,-8.83605e-06,
3.7942e-09,0.45,-8.77474e-06,
3.7952e-09,0.45,-9.10251e-06,
3.7962e-09,0.45,-9.04379e-06,
3.7972e-09,0.45,-9.21567e-06,
3.7982e-09,0.45,-8.94977e-06,
3.7992e-09,0.45,-9.29502e-06,
3.8002e-09,0.45,-9.22117e-06,
3.8012e-09,0.45,-9.52662e-06,
3.8022e-09,0.45,-9.47219e-06,
3.8032e-09,0.45,-9.80046e-06,
3.8042e-09,0.45,-9.75008e-06,
3.8052e-09,0.45,-1.00878e-05,
3.8062e-09,0.45,-1.00456e-05,
3.8072e-09,0.45,-1.04018e-05,
3.8082e-09,0.45,-1.03646e-05,
3.8092e-09,0.45,-1.07156e-05,
3.8102e-09,0.45,-1.06694e-05,
3.8112e-09,0.45,-1.0728e-05,
3.8122e-09,0.45,-1.0356e-05,
3.8132e-09,0.45,-1.04502e-05,
3.8142e-09,0.45,-1.01185e-05,
3.8152e-09,0.45,-1.02029e-05,
3.8162e-09,0.45,-9.88754e-06,
3.8172e-09,0.45,-9.96814e-06,
3.8182e-09,0.45,-9.66398e-06,
3.8192e-09,0.45,-9.75035e-06,
3.8202e-09,0.45,-9.45416e-06,
3.8212e-09,0.45,-9.54342e-06,
3.8222e-09,0.45,-9.24258e-06,
3.8232e-09,0.45,-9.32825e-06,
3.8242e-09,0.45,-9.02668e-06,
3.8252e-09,0.45,-9.11236e-06,
3.8262e-09,0.45,-8.81172e-06,
3.8272e-09,0.45,-8.89911e-06,
3.8282e-09,0.45,-8.59734e-06,
3.8292e-09,0.45,-8.68195e-06,
3.8302e-09,0.45,-8.38037e-06,
3.8312e-09,0.45,-8.20562e-06,
3.8322e-09,0.45,-7.8587e-06,
3.8332e-09,0.45,-7.72318e-06,
3.8342e-09,0.45,-7.26876e-06,
3.8352e-09,0.45,-7.14307e-06,
3.8362e-09,0.45,-6.67626e-06,
3.8372e-09,0.45,-6.55153e-06,
3.8382e-09,0.45,-6.08129e-06,
3.8392e-09,0.45,-5.72021e-06,
3.8402e-09,0.45,-5.41311e-06,
3.8412e-09,0.45,-5.44428e-06,
3.8422e-09,0.45,-4.9152e-06,
