19:*******************************************,
Transient Analysis,
Mon Nov 14 20:10:24 2022,
Input file: \\tsclient\C\Users\espen\Repositories\TFE4152\TFE4152-Memory-Array\AIM-Spice\bitcell_nor.cir,
time [sec],v(rw) [V],v(out) [V],
3.76519e-09,0.45,1.90025e-07,
3.76619e-09,0.45,2.23004e-07,
3.76719e-09,0.45,1.76177e-07,
3.76819e-09,0.45,2.15245e-07,
3.76919e-09,0.45,1.68568e-07,
3.77019e-09,0.45,1.9275e-07,
3.77119e-09,0.45,1.54981e-07,
3.77219e-09,0.45,1.79642e-07,
3.77319e-09,0.45,1.46273e-07,
3.77419e-09,0.45,1.71721e-07,
3.77519e-09,0.45,1.39473e-07,
3.77619e-09,0.45,1.70465e-07,
3.77719e-09,0.45,1.40057e-07,
3.77819e-09,0.45,1.71293e-07,
3.77919e-09,0.45,1.43573e-07,
3.78019e-09,0.45,1.7747e-07,
3.78119e-09,0.45,1.49588e-07,
3.78219e-09,0.45,1.82595e-07,
3.78319e-09,0.45,1.53865e-07,
3.78419e-09,0.45,1.87053e-07,
3.78519e-09,0.45,1.55157e-07,
3.78619e-09,0.45,1.88173e-07,
3.78719e-09,0.45,1.59747e-07,
3.78819e-09,0.45,1.92215e-07,
3.78919e-09,0.45,1.61483e-07,
3.79019e-09,0.45,1.95221e-07,
3.79119e-09,0.45,1.65355e-07,
3.79219e-09,0.45,1.9819e-07,
3.79319e-09,0.45,1.66576e-07,
3.79419e-09,0.45,1.99327e-07,
3.79519e-09,0.45,1.68206e-07,
3.79619e-09,0.45,2.02813e-07,
3.79719e-09,0.45,1.70095e-07,
3.79819e-09,0.45,1.95598e-07,
3.79919e-09,0.45,1.78962e-07,
3.80019e-09,0.45,2.02656e-07,
3.80119e-09,0.45,1.61892e-07,
3.80219e-09,0.45,1.97639e-07,
3.80319e-09,0.45,1.64064e-07,
3.80419e-09,0.45,1.96674e-07,
3.80519e-09,0.45,1.59801e-07,
3.80619e-09,0.45,1.9087e-07,
3.80719e-09,0.45,1.55963e-07,
3.80819e-09,0.45,1.88617e-07,
3.80919e-09,0.45,1.53116e-07,
3.81019e-09,0.45,1.83939e-07,
3.81119e-09,0.45,1.51416e-07,
3.81219e-09,0.45,1.8312e-07,
3.81319e-09,0.45,1.48889e-07,
3.81419e-09,0.45,1.77694e-07,
3.81519e-09,0.45,1.4494e-07,
3.81619e-09,0.45,1.7021e-07,
3.81719e-09,0.45,1.39216e-07,
3.81819e-09,0.45,1.65573e-07,
3.81919e-09,0.45,1.37794e-07,
3.82019e-09,0.45,1.66791e-07,
3.82119e-09,0.45,1.32703e-07,
3.82219e-09,0.45,1.56536e-07,
3.82319e-09,0.45,1.25413e-07,
3.82419e-09,0.45,1.47779e-07,
